co_unidade,nome_cs
0688991,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
0692360,CENTRO DE SAUDE OSWALDO CRUZ
0692441,CENTRO DE SAUDE SANTA RITA DE CASSIA
0694932,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
0696439,CENTRO DE SAUDE CARLOS CHAGAS
0697745,CENTRO DE SAUDE CARLOS CHAGAS
0697796,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
0698342,CENTRO DE SAUDE MENINO JESUS
0699896,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
0699969,CENTRO DE SAUDE MENINO JESUS
0704628,CENTRO DE SAUDE OSWALDO CRUZ
0708917,CENTRO DE SAUDE SANTA AMELIA
0712353,CENTRO DE SAUDE VILA LEONINA
0712434,CENTRO DE SAUDE CARLOS CHAGAS
0712477,CENTRO DE SAUDE OSWALDO CRUZ
0712574,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
0712825,CENTRO DE SAUDE MENINO JESUS
0714364,CENTRO DE SAUDE CARLOS PRATES
0715328,CENTRO DE SAUDE OSWALDO CRUZ
0715530,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
0715700,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
0723150,CENTRO DE SAUDE SANTA RITA DE CASSIA
0723207,CENTRO DE SAUDE CARLOS PRATES
0727970,CENTRO DE SAUDE VILA LEONINA
0730432,CENTRO DE SAUDE VILAS REUNIDAS - LEOPOLDO CRISOSTOMO DE CASTRO
0730610,CENTRO DE SAUDE OSWALDO CRUZ
0730645,CENTRO DE SAUDE SAO PAULO
0737682,CENTRO DE SAUDE CICERO IDELFONSO
0737771,CENTRO DE SAUDE PADRE JOAQUIM MAIA
0737895,CENTRO DE SAUDE CARLOS CHAGAS
0738468,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
0739278,CENTRO DE SAUDE CARLOS PRATES
0739286,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
0742023,CENTRO DE SAUDE TIA AMANCIA
0746088,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
0748250,CENTRO DE SAUDE JARDIM EUROPA
0751456,CENTRO DE SAUDE MENINO JESUS
0751480,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
0753106,CENTRO DE SAUDE SAO JORGE
0755168,CENTRO DE SAUDE OSWALDO CRUZ
0755192,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
0759481,CENTRO DE SAUDE SAO TOMAZ
0759554,CENTRO DE SAUDE HORTO
0759716,CENTRO DE SAUDE OSWALDO CRUZ
0764086,CENTRO DE SAUDE MENINO JESUS
0769479,CENTRO DE SAUDE CAMPO ALEGRE
0771058,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
0771074,CENTRO DE SAUDE MENINO JESUS
0771686,CENTRO DE SAUDE MENINO JESUS
0778923,CENTRO DE SAUDE HORTO
0781290,CENTRO DE SAUDE SAO GERALDO
0781312,CENTRO DE SAUDE CIDADE OZANAN
0783501,CENTRO DE SAUDE SAO GABRIEL - FABIO CORREA LIMA
0787418,CENTRO DE SAUDE CARLOS CHAGAS
0787485,CENTRO DE SAUDE OSWALDO CRUZ
0787523,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
0795801,CENTRO DE SAUDE SANTOS ANJOS
0795852,CENTRO DE SAUDE DOM BOSCO
0795895,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
0795925,CENTRO DE SAUDE MENINO JESUS
0795976,CENTRO DE SAUDE TIA AMANCIA
0795984,CENTRO DE SAUDE CARLOS PRATES
0796263,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
0799602,CENTRO DE SAUDE NORALDINO DE LIMA
0800929,CENTRO DE SAUDE SAO JORGE
0800961,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
0805122,CENTRO DE SAUDE JARDIM GUANABARA
0805548,CENTRO DE SAUDE SAO JORGE
0806323,CENTRO DE SAUDE CAMPO ALEGRE
0809098,CENTRO DE SAUDE CARLOS CHAGAS
0809365,CENTRO DE SAUDE PARAISO
0809403,CENTRO DE SAUDE OSWALDO CRUZ
0810894,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
0811270,CENTRO DE SAUDE SERRANO
0812390,CENTRO DE SAUDE OSWALDO CRUZ
0813451,CENTRO DE SAUDE PARAUNA - VENDA NOVA
0814008,CENTRO DE SAUDE SANTA ROSA
0814032,CENTRO DE SAUDE CARLOS CHAGAS
0814067,CENTRO DE SAUDE PADRE JOAQUIM MAIA
0814083,CENTRO DE SAUDE SAO TOMAZ
0818429,CENTRO DE SAUDE OSWALDO CRUZ
0820083,CENTRO DE SAUDE OSWALDO CRUZ
0820091,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
0822752,CENTRO DE SAUDE SANTOS ANJOS
0822779,CENTRO DE SAUDE OSWALDO CRUZ
0823015,CENTRO DE SAUDE CARLOS CHAGAS
0830135,CENTRO DE SAUDE OSWALDO CRUZ
0831751,CENTRO DE SAUDE OSWALDO CRUZ
0832421,CENTRO DE SAUDE OSWALDO CRUZ
0837334,CENTRO DE SAUDE SANTA AMELIA
0839973,CENTRO DE SAUDE SAO PAULO
0840831,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
0841897,CENTRO DE SAUDE OSWALDO CRUZ
0842923,CENTRO DE SAUDE VALE DO JATOBA
0843792,CENTRO DE SAUDE CARLOS CHAGAS
0846503,CENTRO DE SAUDE MENINO JESUS
0847135,CENTRO DE SAUDE SANTA ROSA
0855480,CENTRO DE SAUDE CARLOS CHAGAS
0856932,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
0861715,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
0862185,CENTRO DE SAUDE SAO GABRIEL - FABIO CORREA LIMA
0864536,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
0865532,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
0865621,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
0866350,CENTRO DE SAUDE CARLOS CHAGAS
0867470,CENTRO DE SAUDE MENINO JESUS
0871184,CENTRO DE SAUDE HAVAI
0872814,CENTRO DE SAUDE MENINO JESUS
0873306,CENTRO DE SAUDE TIA AMANCIA
0874167,CENTRO DE SAUDE DOM CABRAL
0874205,CENTRO DE SAUDE SANTA AMELIA
0874876,CENTRO DE SAUDE HAVAI
0877255,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
0878227,CENTRO DE SAUDE OSWALDO CRUZ
0881139,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
0881708,CENTRO DE SAUDE HORTO
0885398,CENTRO DE SAUDE MENINO JESUS
0885401,CENTRO DE SAUDE CARLOS CHAGAS
0887277,CENTRO DE SAUDE PADRE EUSTAQUIO
0888443,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
0888494,CENTRO DE SAUDE OSWALDO CRUZ
0892734,CENTRO DE SAUDE HORTO
0895563,CENTRO DE SAUDE CARLOS CHAGAS
0896799,CENTRO DE SAUDE VILAS REUNIDAS - LEOPOLDO CRISOSTOMO DE CASTRO
0896810,CENTRO DE SAUDE CARLOS CHAGAS
0898147,CENTRO DE SAUDE OSWALDO CRUZ
0899933,CENTRO DE SAUDE CARLOS CHAGAS
0899976,CENTRO DE SAUDE OSWALDO CRUZ
0900001,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
0900397,CENTRO DE SAUDE OSWALDO CRUZ
0901849,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
0906794,CENTRO DE SAUDE SANTA RITA DE CASSIA
0907049,CENTRO DE SAUDE JAQUELINE II
0909807,CENTRO DE SAUDE OSWALDO CRUZ
0911216,CENTRO DE SAUDE SANTA RITA DE CASSIA
0913154,CENTRO DE SAUDE HORTO
0913685,CENTRO DE SAUDE SANTO ANTONIO
0915467,CENTRO DE SAUDE DOM BOSCO
0915890,CENTRO DE SAUDE PADRE JOAQUIM MAIA
0916897,CENTRO DE SAUDE DOM BOSCO
0917931,CENTRO DE SAUDE CARLOS CHAGAS
0919756,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
0920940,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
0921483,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
0921726,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
0922374,CENTRO DE SAUDE CARLOS CHAGAS
0922757,CENTRO DE SAUDE OSWALDO CRUZ
0923168,CENTRO DE SAUDE BARREIRO DE CIMA
0923222,CENTRO DE SAUDE PARAUNA - VENDA NOVA
0923273,CENTRO DE SAUDE CARLOS CHAGAS
0924350,CENTRO DE SAUDE CARLOS CHAGAS
0924768,CENTRO DE SAUDE SANTA AMELIA
0924903,CENTRO DE SAUDE DOM ORIONE
0925179,CENTRO DE SAUDE HORTO
0925268,CENTRO DE SAUDE SALGADO FILHO
0925888,CENTRO DE SAUDE HORTO
0927244,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
0927821,CENTRO DE SAUDE SALGADO FILHO
0927864,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
0928801,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
0928909,CENTRO DE SAUDE SANTA AMELIA
0929220,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
0929530,CENTRO DE SAUDE CARLOS CHAGAS
0932442,CENTRO DE SAUDE SANTA AMELIA
0934984,CENTRO DE SAUDE CARLOS CHAGAS
0935425,CENTRO DE SAUDE LINDEIA - MARIA MADALENA TEODORO
0937320,CENTRO DE SAUDE OLAVO ALBINO CORREA
0937347,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
0937592,CENTRO DE SAUDE TIA AMANCIA
0938513,CENTRO DE SAUDE OSWALDO CRUZ
0940690,CENTRO DE SAUDE MENINO JESUS
0942596,CENTRO DE SAUDE MENINO JESUS
0942693,CENTRO DE SAUDE CAMPO ALEGRE
0943959,CENTRO DE SAUDE CARLOS CHAGAS
0944904,CENTRO DE SAUDE BONSUCESSO
0946680,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
0948306,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
0949388,CENTRO DE SAUDE JARDIM DOS COMERCIARIOS
0949752,CENTRO DE SAUDE CARLOS PRATES
0950785,CENTRO DE SAUDE CIDADE OZANAN
0953725,CENTRO DE SAUDE MENINO JESUS
0955159,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
0955167,CENTRO DE SAUDE SAGRADA FAMILIA - MARCO ANTONIO DE MENEZES
0956155,CENTRO DE SAUDE RIO BRANCO
0956236,CENTRO DE SAUDE PROVIDENCIA
0956678,CENTRO DE SAUDE CARLOS CHAGAS
0957100,CENTRO DE SAUDE SAO CRISTOVAO
0960918,CENTRO DE SAUDE HORTO
0963143,CENTRO DE SAUDE CARLOS CHAGAS
0964697,CENTRO DE SAUDE MENINO JESUS
0966142,CENTRO DE SAUDE CAMPO ALEGRE
0967947,CENTRO DE SAUDE PADRE EUSTAQUIO
0968137,CENTRO DE SAUDE CARLOS PRATES
0968439,CENTRO DE SAUDE CARLOS CHAGAS
0969966,CENTRO DE SAUDE CONJUNTO SANTA MARIA
0971073,CENTRO DE SAUDE DOM ORIONE
0971456,CENTRO DE SAUDE MENINO JESUS
0972541,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
0974196,CENTRO DE SAUDE SANTA RITA DE CASSIA
0974307,CENTRO DE SAUDE NORALDINO DE LIMA
0974528,CENTRO DE SAUDE CARLOS CHAGAS
0975125,CENTRO DE SAUDE OSWALDO CRUZ
0975168,CENTRO DE SAUDE GLORIA
0975311,CENTRO DE SAUDE CARLOS CHAGAS
0976636,CENTRO DE SAUDE VILAS REUNIDAS - LEOPOLDO CRISOSTOMO DE CASTRO
0979279,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
0979503,CENTRO DE SAUDE CARLOS PRATES
0980722,CENTRO DE SAUDE CARLOS PRATES
0980943,CENTRO DE SAUDE PINDORAMA ELZA MARTINS
0983977,CENTRO DE SAUDE CARLOS CHAGAS
0987042,CENTRO DE SAUDE SANTA AMELIA
0989037,CENTRO DE SAUDE OSWALDO CRUZ
0990027,CENTRO DE SAUDE CIDADE OZANAN
0990957,CENTRO DE SAUDE OSWALDO CRUZ
0991384,CENTRO DE SAUDE SAO JORGE
0992399,CENTRO DE SAUDE OSWALDO CRUZ
0992429,CENTRO DE SAUDE OSWALDO CRUZ
0993050,CENTRO DE SAUDE SAO PAULO
0996149,CENTRO DE SAUDE AARAO REIS
0997048,CENTRO DE SAUDE SANTA RITA DE CASSIA
0997056,CENTRO DE SAUDE CARLOS CHAGAS
0998028,CENTRO DE SAUDE CARLOS PRATES
0998516,CENTRO DE SAUDE MENINO JESUS
0998540,CENTRO DE SAUDE TIA AMANCIA
2181770,CENTRO DE SAUDE BONSUCESSO
2192896,CENTRO DE SAUDE SAO CRISTOVAO
2200457,CENTRO DE SAUDE CONJUNTO SANTA MARIA
2215640,CENTRO DE SAUDE OSWALDO CRUZ
2215659,CENTRO DE SAUDE GLORIA
2215667,CENTRO DE SAUDE CARLOS PRATES
2215675,CENTRO DE SAUDE CARLOS PRATES
2215721,CENTRO DE SAUDE CARLOS CHAGAS
2215772,CENTRO DE SAUDE OSWALDO CRUZ
2215780,CENTRO DE SAUDE OSWALDO CRUZ
2215837,CENTRO DE SAUDE CARLOS CHAGAS
2215845,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
2215861,CENTRO DE SAUDE RIO BRANCO
2215888,CENTRO DE SAUDE CARLOS CHAGAS
2215896,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
2215918,CENTRO DE SAUDE OSWALDO CRUZ
2215926,CENTRO DE SAUDE NORALDINO DE LIMA
2215942,CENTRO DE SAUDE CARLOS CHAGAS
2215969,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
2215985,CENTRO DE SAUDE CARLOS PRATES
2216035,CENTRO DE SAUDE HORTO
2216078,CENTRO DE SAUDE CARLOS CHAGAS
2216124,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
2216175,CENTRO DE SAUDE OSWALDO CRUZ
2216183,CENTRO DE SAUDE OSWALDO CRUZ
2216191,CENTRO DE SAUDE SAO CRISTOVAO
2216221,CENTRO DE SAUDE MENINO JESUS
2216256,CENTRO DE SAUDE CARLOS CHAGAS
2695006,CENTRO DE SAUDE CARLOS PRATES
2695014,CENTRO DE SAUDE CARLOS CHAGAS
2695022,CENTRO DE SAUDE CARLOS CHAGAS
2695049,CENTRO DE SAUDE HORTO
2695111,CENTRO DE SAUDE CARLOS CHAGAS
2695286,CENTRO DE SAUDE CARLOS CHAGAS
2695294,CENTRO DE SAUDE WALDOMIRO LOBO
2695308,CENTRO DE SAUDE CARLOS CHAGAS
2695316,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
2695324,CENTRO DE SAUDE TAQUARIL
2695375,CENTRO DE SAUDE SAO FRANCISCO
2695391,CENTRO DE SAUDE OSWALDO CRUZ
2695413,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
2695421,CENTRO DE SAUDE FLORAMAR
2695448,CENTRO DE SAUDE DOM CABRAL
2695456,CENTRO DE SAUDE LAJEDO
2695464,CENTRO DE SAUDE CARLOS PRATES
2695472,CENTRO DE SAUDE SANTA MARIA
2695480,CENTRO DE SAUDE SANTOS ANJOS
2695499,CENTRO DE SAUDE SAO TOMAZ
2695510,CENTRO DE SAUDE JARDIM EUROPA
2695529,CENTRO DE SAUDE SANTA MONICA
2695618,CENTRO DE SAUDE HORTO
2695626,CENTRO DE SAUDE CARLOS CHAGAS
2695634,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
2695669,CENTRO DE SAUDE CARLOS PRATES
2695677,CENTRO DE SAUDE OSWALDO CRUZ
2695685,CENTRO DE SAUDE HORTO
2695693,CENTRO DE SAUDE CARLOS PRATES
2695715,CENTRO DE SAUDE SAO JORGE
2695723,CENTRO DE SAUDE CARLOS PRATES
2695731,CENTRO DE SAUDE ALCIDES LINS
2695758,CENTRO DE SAUDE CALIFORNIA
2695766,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
2695774,CENTRO DE SAUDE ERMELINDA
2777312,CENTRO DE SAUDE NORALDINO DE LIMA
2800802,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
2813793,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
2820609,CENTRO DE SAUDE OLAVO ALBINO CORREA
2832232,CENTRO DE SAUDE OSWALDO CRUZ
2832267,CENTRO DE SAUDE SANTO ANTONIO
2832305,CENTRO DE SAUDE SAGRADA FAMILIA - MARCO ANTONIO DE MENEZES
2832607,CENTRO DE SAUDE MENINO JESUS
2833727,CENTRO DE SAUDE SAGRADA FAMILIA - MARCO ANTONIO DE MENEZES
2833735,CENTRO DE SAUDE SERRANO
2833743,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
2833751,CENTRO DE SAUDE CARLOS CHAGAS
2833786,CENTRO DE SAUDE VENTOSA
2834634,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
2835215,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
2835452,CENTRO DE SAUDE OSWALDO CRUZ
2835843,CENTRO DE SAUDE MENINO JESUS
2836270,CENTRO DE SAUDE OSWALDO CRUZ
2837625,CENTRO DE SAUDE SERRANO
2843587,CENTRO DE SAUDE MENINO JESUS
2844486,CENTRO DE SAUDE CIDADE OZANAN
2847078,CENTRO DE SAUDE OSWALDO CRUZ
2847329,CENTRO DE SAUDE CARLOS CHAGAS
2848716,CENTRO DE SAUDE SAO JORGE
2850117,CENTRO DE SAUDE FLORAMAR
2856433,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
2859637,CENTRO DE SAUDE MENINO JESUS
2860201,CENTRO DE SAUDE OSWALDO CRUZ
2863138,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
2863499,CENTRO DE SAUDE HORTO
2864568,CENTRO DE SAUDE NORALDINO DE LIMA
2865653,CENTRO DE SAUDE VILA LEONINA
2865688,CENTRO DE SAUDE SERRA VERDE
2868474,CENTRO DE SAUDE OSWALDO CRUZ
2868490,CENTRO DE SAUDE SAGRADA FAMILIA - MARCO ANTONIO DE MENEZES
2868571,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
2869071,CENTRO DE SAUDE CARLOS CHAGAS
2869128,CENTRO DE SAUDE SERRANO
2872846,CENTRO DE SAUDE OSWALDO CRUZ
2874091,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
2874849,CENTRO DE SAUDE OSWALDO CRUZ
2875047,CENTRO DE SAUDE MENINO JESUS
2875063,CENTRO DE SAUDE CARLOS CHAGAS
2875810,CENTRO DE SAUDE VILA LEONINA
2878933,CENTRO DE SAUDE NAZARE
2881144,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
2884410,CENTRO DE SAUDE CARLOS CHAGAS
2884550,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
2885123,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
2886235,CENTRO DE SAUDE VILAS REUNIDAS - LEOPOLDO CRISOSTOMO DE CASTRO
2886758,CENTRO DE SAUDE SANTA AMELIA
2887231,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
2887363,CENTRO DE SAUDE CARLOS CHAGAS
2890119,CENTRO DE SAUDE OSWALDO CRUZ
2890674,CENTRO DE SAUDE MENINO JESUS
2896869,CENTRO DE SAUDE OSWALDO CRUZ
2897768,CENTRO DE SAUDE ITAIPU - JATOBA
2897814,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
2897881,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
2897903,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
2897911,CENTRO DE SAUDE NORALDINO DE LIMA
2897938,CENTRO DE SAUDE CACHOEIRINHA
2899787,CENTRO DE SAUDE SAO FRANCISCO
2907305,CENTRO DE SAUDE MENINO JESUS
2909189,CENTRO DE SAUDE HORTO
2914409,CENTRO DE SAUDE MENINO JESUS
2914417,CENTRO DE SAUDE HORTO
2916304,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
2917076,CENTRO DE SAUDE BETANIA
2917084,CENTRO DE SAUDE MENINO JESUS
2918315,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
2919141,CENTRO DE SAUDE CARLOS CHAGAS
2921316,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
2925311,CENTRO DE SAUDE CARLOS CHAGAS
2926431,CENTRO DE SAUDE MENINO JESUS
2926504,CENTRO DE SAUDE MENINO JESUS
2927861,CENTRO DE SAUDE SANTA AMELIA
2927934,CENTRO DE SAUDE CONJUNTO SANTA MARIA
2927969,CENTRO DE SAUDE CARLOS PRATES
2928094,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
2928795,CENTRO DE SAUDE CARLOS PRATES
2929147,CENTRO DE SAUDE MENINO JESUS
2929171,CENTRO DE SAUDE MENINO JESUS
2929201,CENTRO DE SAUDE PARAISO
2931966,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
2933020,CENTRO DE SAUDE OSWALDO CRUZ
2933640,CENTRO DE SAUDE SANTA AMELIA
2933705,CENTRO DE SAUDE CARLOS CHAGAS
2935988,CENTRO DE SAUDE NOVA YORK
2937212,CENTRO DE SAUDE OSWALDO CRUZ
2937298,CENTRO DE SAUDE OSWALDO CRUZ
2938588,CENTRO DE SAUDE PADRE JOAQUIM MAIA
2942488,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
2942976,CENTRO DE SAUDE SANTA RITA DE CASSIA
2943204,CENTRO DE SAUDE SANTA RITA DE CASSIA
2943549,CENTRO DE SAUDE SERRANO
2945231,CENTRO DE SAUDE MENINO JESUS
2947188,CENTRO DE SAUDE MENINO JESUS
2949776,CENTRO DE SAUDE SANTA AMELIA
2950057,CENTRO DE SAUDE SAGRADA FAMILIA - MARCO ANTONIO DE MENEZES
2955474,CENTRO DE SAUDE MENINO JESUS
2956179,CENTRO DE SAUDE OSWALDO CRUZ
2956233,CENTRO DE SAUDE CARLOS CHAGAS
2956292,CENTRO DE SAUDE MENINO JESUS
2957019,CENTRO DE SAUDE CARLOS PRATES
2957566,CENTRO DE SAUDE SAO GABRIEL - FABIO CORREA LIMA
2958759,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
2959593,CENTRO DE SAUDE OSWALDO CRUZ
2960575,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
2961091,CENTRO DE SAUDE CARLOS CHAGAS
2965534,CENTRO DE SAUDE OSWALDO CRUZ
2973723,CENTRO DE SAUDE MENINO JESUS
2974649,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
2974657,CENTRO DE SAUDE MENINO JESUS
2974681,CENTRO DE SAUDE LAGOA
2974789,CENTRO DE SAUDE ALCIDES LINS
2975327,CENTRO DE SAUDE MIRAMAR - EDUARDO MAURO DE ARAUJO
2976439,CENTRO DE SAUDE CARLOS CHAGAS
2976978,CENTRO DE SAUDE NORALDINO DE LIMA
2977052,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
2977745,CENTRO DE SAUDE SAO GABRIEL - FABIO CORREA LIMA
2978709,CENTRO DE SAUDE MENINO JESUS
2979616,CENTRO DE SAUDE HORTO
2979659,CENTRO DE SAUDE SAO PAULO
2981092,CENTRO DE SAUDE PADRE EUSTAQUIO
2982048,CENTRO DE SAUDE DOM ORIONE
2982455,CENTRO DE SAUDE DIAMANTE - TEIXEIRA DIAS
2982919,CENTRO DE SAUDE VILAS REUNIDAS - LEOPOLDO CRISOSTOMO DE CASTRO
2985071,CENTRO DE SAUDE CARLOS PRATES
2988321,CENTRO DE SAUDE CARLOS CHAGAS
2990520,CENTRO DE SAUDE VILA LEONINA
2990644,CENTRO DE SAUDE PADRE EUSTAQUIO
2991071,CENTRO DE SAUDE CARLOS PRATES
2991233,CENTRO DE SAUDE MANTIQUEIRA
2991365,CENTRO DE SAUDE OSWALDO CRUZ
2992760,CENTRO DE SAUDE HORTO
2994410,CENTRO DE SAUDE ITAMARATI
2996286,CENTRO DE SAUDE CACHOEIRINHA
2997347,CENTRO DE SAUDE NORALDINO DE LIMA
2997886,CENTRO DE SAUDE OSWALDO CRUZ
2997894,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
3000613,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
3004295,CENTRO DE SAUDE CARLOS CHAGAS
3004791,CENTRO DE SAUDE NORALDINO DE LIMA
3008525,CENTRO DE SAUDE MANGUEIRAS
3015998,CENTRO DE SAUDE BONSUCESSO
3025241,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
3038149,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
3038998,CENTRO DE SAUDE CARLOS CHAGAS
3039676,CENTRO DE SAUDE CARLOS CHAGAS
3040216,CENTRO DE SAUDE SANTO ANTONIO
3044564,CENTRO DE SAUDE CARLOS CHAGAS
3044696,CENTRO DE SAUDE VILAS REUNIDAS - LEOPOLDO CRISOSTOMO DE CASTRO
3046028,CENTRO DE SAUDE CARLOS CHAGAS
3047261,CENTRO DE SAUDE SAO CRISTOVAO
3047415,CENTRO DE SAUDE CARLOS PRATES
3048632,CENTRO DE SAUDE OSWALDO CRUZ
3049027,CENTRO DE SAUDE OSWALDO CRUZ
3052133,CENTRO DE SAUDE CARLOS CHAGAS
3052524,CENTRO DE SAUDE CARLOS CHAGAS
3056732,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
3058417,CENTRO DE SAUDE TIA AMANCIA
3062414,CENTRO DE SAUDE NOVO HORIZONTE
3065936,CENTRO DE SAUDE OSWALDO CRUZ
3066363,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
3067971,CENTRO DE SAUDE CARLOS CHAGAS
3068285,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
3070956,CENTRO DE SAUDE CACHOEIRINHA
3071456,CENTRO DE SAUDE SANTA AMELIA
3072339,CENTRO DE SAUDE TREVO
3074072,CENTRO DE SAUDE NORALDINO DE LIMA
3087964,CENTRO DE SAUDE CIDADE OZANAN
3087999,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
3090493,CENTRO DE SAUDE SANTA AMELIA
3096823,CENTRO DE SAUDE CACHOEIRINHA
3096955,CENTRO DE SAUDE OSWALDO CRUZ
3097927,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
3099725,CENTRO DE SAUDE OSWALDO CRUZ
3107647,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
3120937,CENTRO DE SAUDE MENINO JESUS
3127230,CENTRO DE SAUDE CARLOS CHAGAS
3128989,CENTRO DE SAUDE SAO MIGUEL ARCANJO
3133532,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
3137619,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
3138968,CENTRO DE SAUDE PADRE EUSTAQUIO
3164667,CENTRO DE SAUDE OSWALDO CRUZ
3165949,CENTRO DE SAUDE CARLOS CHAGAS
3170608,CENTRO DE SAUDE CARLOS CHAGAS
3174557,CENTRO DE SAUDE ANDRADAS
3174565,CENTRO DE SAUDE ANDRADAS
3174573,CENTRO DE SAUDE MENINO JESUS
3174581,CENTRO DE SAUDE ANDRADAS
3176258,CENTRO DE SAUDE OSWALDO CRUZ
3184803,CENTRO DE SAUDE CARLOS CHAGAS
3184870,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
3184919,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
3184935,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
3184986,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
3185036,CENTRO DE SAUDE MENINO JESUS
3193918,CENTRO DE SAUDE CARLOS CHAGAS
