cep,lat,lon,motivo
30620410,-19.9916002,-44.0026342,NA
31573330,-19.8125635,-43.992257,NA
30280440,-19.9105121,-43.9015204,NA
30692150,-19.980619,-44.0565526,NA
30660298,-19.9902723,-44.0226693,NA
30664784,NA,NA,Endereço não geocodificado
30180010,-19.9245954,-43.9486057,NA
30570310,NA,NA,Endereço não geocodificado
31930525,-19.8611891,-43.9065717,NA
30690630,-19.9809967,-44.0415849,NA
30622520,NA,NA,Endereço não geocodificado
30660585,NA,NA,Endereço não geocodificado
30620110,-19.9858204,-44.0035126,NA
30692525,-19.9902997,-44.0504069,NA
30622562,-19.9888668,-43.9870255,NA
30690820,NA,NA,Endereço não geocodificado
30570680,-19.9639062,-43.974888,NA
30668550,-20.0097025,-44.0313793,NA
30295410,-19.9144242,-43.8801263,NA
30622410,-19.98704,-43.9962096,NA
30525300,-19.9349058,-44.0152796,NA
30624246,-19.99326,-43.9917025,NA
30670270,NA,NA,Endereço não geocodificado
30530430,NA,NA,Endereço não geocodificado
31360360,-19.8702408,-44.01781,NA
31975450,-19.8535432,-43.8838711,NA
30820180,-19.9082787,-43.9949931,NA
30250455,-19.9321062,-43.9036468,NA
31742260,-19.8295659,-43.9393239,NA
31870380,-19.8467438,-43.9080801,NA
31998570,-19.8322677,-43.8682066,NA
31741130,-19.8427636,-43.9507268,NA
30230680,NA,NA,Endereço não geocodificado
31170680,-19.8790016,-43.9238019,NA
31050500,-19.8991447,-43.8947,NA
30642565,-19.991525,-44.0082085,NA
30820590,NA,NA,Endereço não geocodificado
30770290,NA,NA,Endereço não geocodificado
31842330,NA,NA,Endereço não geocodificado
30260220,-19.9234673,-43.9155465,NA
31960120,-19.8623531,-43.901907,NA
30720490,-19.9095021,-43.9771622,NA
31210698,NA,NA,Endereço não geocodificado
30285177,NA,NA,Endereço não geocodificado
30421386,-19.9542187,-43.9691077,NA
30570432,-19.961345,-43.9763586,NA
30220429,-19.9373293,-43.9146143,NA
31150453,-19.8767406,-43.9504409,NA
30580060,-19.9663877,-43.9853808,NA
31050120,-19.8975522,-43.8875968,NA
31960170,-19.8620833,-43.9027536,NA
31990550,-19.8500546,-43.8898954,NA
30870404,-19.9079008,-44.0091515,NA
30270470,NA,NA,Endereço não geocodificado
31814380,-19.8463547,-43.9218168,NA
30881240,-19.8967831,-44.0167594,NA
30662670,-19.9922289,-44.0472781,NA
31930800,-19.8641067,-43.9120503,NA
30664630,NA,NA,Endereço não geocodificado
30290614,-19.9187113,-43.8718256,NA
31610720,-19.8155372,-43.9497058,NA
31998262,NA,NA,Endereço não geocodificado
31270010,-19.8673272,-43.9565823,NA
30380530,-19.9504542,-43.9570613,NA
30668340,NA,NA,Endereço não geocodificado
30668892,NA,NA,Endereço não geocodificado
30840729,-19.8988379,-43.9954137,NA
31230430,-19.8991171,-43.9563517,NA
31130590,-19.8897452,-43.9398479,NA
31930435,-19.8587301,-43.9066847,NA
31050175,-19.9008862,-43.8924562,NA
30690170,-19.9794349,-44.0460595,NA
31530110,-19.8292686,-43.9763372,NA
30335480,-19.9563264,-43.9430911,NA
31578650,-19.816653,-44.0064705,NA
31573080,-19.8108034,-43.9946726,NA
30672230,-20.018895,-44.0356481,NA
31560200,-19.8298634,-43.9718183,NA
31630515,-19.7989777,-43.9593803,NA
31844444,-20.0984514,-44.3477408,NA
31130152,-19.8782434,-43.9485154,NA
30880190,-19.8993875,-44.0160427,NA
31814620,-19.8459428,-43.9322964,NA
31050720,-19.8976101,-43.9012907,NA
30570360,-19.9603013,-43.9719219,NA
30644170,-19.992644,-44.0150988,NA
31170710,-19.8782798,-43.9286625,NA
31744513,-19.8176719,-43.9446011,NA
30730010,-19.9177805,-43.9826207,NA
30730400,-19.9152295,-43.9932211,NA
31050670,-19.902827,-43.8968146,NA
31615657,-19.8012641,-43.9593936,NA
30720150,-19.9207143,-43.9703973,NA
30220363,-19.93966,-43.9101818,NA
31010260,-19.9162218,-43.9142033,NA
30628270,-20.0076591,-44.0120651,NA
30285010,-19.9154655,-43.9029501,NA
30626497,NA,NA,Endereço não geocodificado
30330050,-19.9437587,-43.9353029,NA
31540430,NA,NA,Endereço não geocodificado
30510090,-19.9383334,-43.9903441,NA
30230270,-19.9396523,-43.907296,NA
30250170,-19.9350982,-43.910634,NA
30870300,-19.9042135,-44.0140522,NA
31990360,-19.8485679,-43.899123,NA
31050714,-19.8989073,-43.9041956,NA
31255160,-19.8751395,-43.95211,NA
30390450,-19.996274,-43.9658115,NA
30664244,NA,NA,Endereço não geocodificado
30285320,-19.9113323,-43.8928999,NA
31565160,-19.8353695,-43.9659016,NA
31950200,-19.8704209,-43.8999856,NA
31970324,NA,NA,Endereço não geocodificado
30250314,-19.9333296,-43.9081692,NA
30220335,NA,NA,Endereço não geocodificado
31540170,-19.8225389,-43.9883831,NA
30530140,-19.9295891,-44.0014092,NA
31050110,NA,NA,Endereço não geocodificado
30286070,-19.9082415,-43.884215,NA
31110170,-19.9066409,-43.9346796,NA
30622320,NA,NA,Endereço não geocodificado
30260350,-19.9277815,-43.9109226,NA
31360060,-19.8704767,-44.0074704,NA
30295120,-19.9161438,-43.878494,NA
31980060,-19.8614405,-43.9220641,NA
31742150,-19.8316791,-43.9335862,NA
31842654,-19.8265827,-43.9142888,NA
30335230,-19.9562485,-43.9418143,NA
31010390,-19.9145044,-43.9115152,NA
30350120,-19.9423861,-43.9475132,NA
31910670,-19.8656584,-43.9170033,NA
31150060,-19.8827598,-43.9490573,NA
30220080,-19.9375766,-43.9249099,NA
31365160,-19.8680736,-44.0036829,NA
31150070,-19.881891,-43.9488442,NA
30850520,-19.9250099,-44.0094952,NA
31110430,-19.9049649,-43.9460418,NA
30865060,-19.9081213,-44.0195162,NA
31741580,-19.8405781,-43.9403026,NA
31998266,-19.8337592,-43.8677261,NA
30451720,NA,NA,Endereço não geocodificado
30840460,-19.8922011,-43.9963744,NA
31535300,-19.8153559,-43.9878663,NA
31250493,NA,NA,Endereço não geocodificado
31330500,-19.8727909,-43.9909684,NA
30810010,-19.9017613,-43.9856427,NA
30692460,-19.9970869,-44.0507725,NA
31870490,-19.8408895,-43.9008369,NA
31030030,-19.9109374,-43.9186782,NA
31370659,-19.8294894,-44.0075261,NA
30710320,-19.9094414,-43.9590976,NA
31970380,-19.8519148,-43.8791042,NA
31130470,-19.8912175,-43.9433917,NA
31540441,NA,NA,Endereço não geocodificado
31565250,-19.8317375,-43.9694276,NA
31846560,-19.8336158,-43.9097776,NA
31744742,NA,NA,Endereço não geocodificado
30421661,-19.9521917,-43.9738985,NA
30860270,-19.9108192,-44.0080566,NA
30530660,-19.9334472,-44.0022612,NA
30730052,-19.9210027,-43.9849855,NA
31210697,-19.9022975,-43.9448223,NA
31210340,-19.9064552,-43.9488773,NA
30514130,-19.9564881,-43.9992046,NA
30220365,NA,NA,Endereço não geocodificado
30668540,NA,NA,Endereço não geocodificado
31749055,-19.7953576,-43.947718,NA
30514270,-19.9558673,-43.9953129,NA
31255550,-19.865372700000002,-43.9451528,NA
31578630,-19.820731,-44.0012065,NA
31340220,-19.8702646,-43.9914449,NA
31741150,-19.8436362,-43.9501259,NA
30530000,-19.9294925,-43.9934076,NA
30880440,-19.9016406,-44.0239021,NA
31985330,-19.8531048,-43.9016875,NA
30775160,NA,NA,Endereço não geocodificado
31210360,-19.9078801,-43.9470504,NA
31235172,-19.897581,-43.9573627,NA
30770020,-19.9076251,-43.9642398,NA
30850270,-19.9171948,-44.0001736,NA
31130620,-19.8928698,-43.9372402,NA
31840250,-19.8400578,-43.9305645,NA
30550390,-19.9299121,-43.9835748,NA
31370620,-19.8325413,-44.0123973,NA
30850770,-19.9255146,-44.0086809,NA
31530070,-19.8290936,-43.974145,NA
30555140,-19.9549908,-43.9784052,NA
31842500,-19.836056,-43.9172655,NA
30350612,-19.9666469,-43.9517784,NA
31910114,-19.8659626,-43.9236364,NA
31170490,-19.8821063,-43.9190119,NA
31910190,-19.8688995,-43.9212073,NA
31920680,-19.863735,-43.90959,NA
30670556,NA,NA,Endereço não geocodificado
31260435,NA,NA,Endereço não geocodificado
30820110,-19.9051237,-43.9926344,NA
31110745,NA,NA,Endereço não geocodificado
31950550,-19.862215,-43.8958117,NA
31950450,NA,NA,Endereço não geocodificado
30535340,NA,NA,Endereço não geocodificado
30250484,NA,NA,Endereço não geocodificado
31748323,-19.8028621,-43.9365287,NA
30840700,-19.8981868,-43.9964094,NA
31995220,-19.8367392,-43.8927916,NA
30882410,-19.8827511,-44.0088403,NA
31130030,-19.8973315,-43.9451003,NA
30710230,-19.915717,-43.9574874,NA
30820210,-19.9077043,-43.9964587,NA
31550300,-19.8437417,-43.9844129,NA
31250600,-19.8829975,-43.9542628,NA
31560320,-19.8357683,-43.9758996,NA
31970190,-19.8584776,-43.886108,NA
31170220,-19.8852674,-43.9265293,NA
31985150,-19.8572024,-43.9100152,NA
30626682,-20.005631,-44.0122569,NA
30668350,NA,NA,Endereço não geocodificado
31730683,NA,NA,Endereço não geocodificado
30290230,-19.9188171,-43.8801732,NA
31615620,-19.8028062,-43.9603946,NA
30642180,-19.9834131,-44.0132828,NA
31995265,-19.8405076,-43.8964388,NA
31872330,-19.8239068,-43.8987713,NA
30830320,-19.9038596,-44.0042119,NA
30315245,-19.9605189,-43.9267461,NA
31720500,-19.8373712,-43.9480678,NA
31810420,NA,NA,Endereço não geocodificado
30335400,-19.9528385,-43.9402406,NA
31550550,-19.836767300000002,-43.9824275,NA
30431415,-19.9478756,-43.9690118,NA
31080440,-19.8792023,-43.9119224,NA
31655260,-19.786464,-43.979527,NA
31870580,-19.8374427,-43.9016872,NA
30285500,-19.9168967,-43.8927858,NA
30520320,-19.9401015,-44.017313,NA
30660280,NA,NA,Endereço não geocodificado
31998025,NA,NA,Endereço não geocodificado
30230613,NA,NA,Endereço não geocodificado
31870570,-19.8389352,-43.9037117,NA
31540600,-19.8311465,-43.9838562,NA
30626120,NA,NA,Endereço não geocodificado
30628184,NA,NA,Endereço não geocodificado
30690240,-19.9814674,-44.0480572,NA
30421694,-19.9510249,-43.973911,NA
30285408,-19.9215646,-43.8987997,NA
31510120,-19.8113059,-43.9676975,NA
30666090,NA,NA,Endereço não geocodificado
30570100,-19.9601691,-43.9804327,NA
30626490,-19.9968577,-44.0065123,NA
30335115,-19.9523524,-43.9438518,NA
31842725,-19.8327547,-43.9188459,NA
30335290,-19.9529855,-43.9422202,NA
31540421,NA,NA,Endereço não geocodificado
30490292,-19.9531478,-43.9738378,NA
31510100,-19.8096302,-43.9689055,NA
31650390,-19.7915566,-43.9736568,NA
30512781,-19.9555205,-43.9968422,NA
30860000,-19.9165485,-44.0059129,NA
31510230,-19.8136395,-43.9702178,NA
31872810,-19.8223408,-43.903133,NA
30250460,-19.9318715,-43.9049867,NA
31845150,-19.8390859,-43.907091,NA
30865030,-19.9140438,-44.0229147,NA
30626030,-19.9992897,-44.0174377,NA
31030090,-19.9093756,-43.9213488,NA
31742544,-19.8311871,-43.9295151,NA
30865460,-19.9105123,-44.0220519,NA
31060190,-19.8943925,-43.9081882,NA
30220392,-19.9406234,-43.9118601,NA
30451281,NA,NA,Endereço não geocodificado
30865430,-19.9149983,-44.0269318,NA
31360630,NA,NA,Endereço não geocodificado
30881110,-19.9003559,-44.0196771,NA
30530362,NA,NA,Endereço não geocodificado
31870455,-19.8402787,-43.8976415,NA
31652180,-19.7871935,-43.9760426,NA
31970621,-19.858254,-43.8706911,NA
30570660,NA,NA,Endereço não geocodificado
30380720,NA,NA,Endereço não geocodificado
30220420,-19.9380664,-43.9150173,NA
30664700,-20.0042101,-44.0400197,NA
31742114,-19.835852,-43.9304549,NA
30670555,-20.0090017,-44.018994,NA
30150220,-19.9182422,-43.9304559,NA
30360410,-19.9657769,-43.9471801,NA
30690730,-19.9754195,-44.0588912,NA
31842727,-19.8267561,-43.9187753,NA
30421692,-19.9512401,-43.9738684,NA
30660318,-19.991115,-44.0208169,NA
30855240,-19.9213732,-44.013299,NA
31035007,-19.907696,-43.9136547,NA
31980190,-19.8576857,-43.9137778,NA
30881620,-19.8853732,-44.0125613,NA
31615150,-19.8080598,-43.9555534,NA
31310490,-19.8721234,-43.986918,NA
31680320,-19.796511,-43.9895198,NA
31910340,-19.8672767,-43.9170559,NA
30580350,-19.9612806,-43.9847301,NA
31365490,-19.8552558,-44.0100806,NA
31630380,-19.7975794,-43.9536225,NA
30451503,NA,NA,Endereço não geocodificado
30770370,-19.9042245,-43.974632,NA
31155320,-19.8711268,-43.9461499,NA
31210300,-19.9057953,-43.9487273,NA
30130005,-19.9268772,-43.9338985,NA
30421284,-19.9354071,-43.9722162,NA
30240080,-19.933388,-43.9169306,NA
31530650,-19.819982,-43.9830539,NA
30810320,-19.9003392,-43.9915353,NA
31573130,-19.8084458,-43.9897554,NA
30622648,NA,NA,Endereço não geocodificado
31655590,-19.7913518,-43.986298,NA
31746020,-19.8072626,-43.9375318,NA
31680100,-19.8013309,-43.9965515,NA
31652130,-19.7849042,-43.9783867,NA
31655515,-19.7946191,-43.9926332,NA
31510000,-19.80836,-43.9695929,NA
31742107,-19.833977,-43.9312833,NA
31360080,-19.8728909,-44.0064521,NA
30230015,-19.9376238,-43.9092309,NA
31550460,-19.8381669,-43.9852089,NA
31573030,-19.808713,-43.9850275,NA
31660000,-19.80836,-43.9695929,NA
31530450,-19.8236158,-43.9843549,NA
31620280,-19.8049265,-43.9702245,NA
30850060,-19.9150478,-43.9970014,NA
30550580,-19.947751,-43.9780297,NA
31620060,-19.8033978,-43.9645898,NA
31140160,-19.8974527,-43.930748,NA
31749010,-19.7984037,-43.9464695,NA
31840360,-19.8394354,-43.9318351,NA
30624504,-19.9938369,-43.9882532,NA
31580000,-19.8238978,-43.9965192,NA
31540490,-19.8301044,-43.987464,NA
31980220,-19.8527846,-43.9187449,NA
31910180,-19.8695696,-43.9216032,NA
30285255,-19.9052272,-43.896005099999996,NA
31250250,-19.8880227,-43.9588879,NA
30881002,-19.8987693,-44.024917,NA
31230590,NA,NA,Endereço não geocodificado
30380440,-19.9504222,-43.9607094,NA
30250200,-19.9345529,-43.9107501,NA
31910220,-19.8694741,-43.9272185,NA
30720482,-19.9113856,-43.9805009,NA
31810090,-19.8604191,-43.9289667,NA
31150660,-19.8803935,-43.9373801,NA
31652122,NA,NA,Endereço não geocodificado
30411300,-19.9262518,-43.9668578,NA
31846534,-19.8312385,-43.9038143,NA
30310510,-19.9478386,-43.9274231,NA
30820370,NA,NA,Endereço não geocodificado
30451377,-19.950216,-43.9672599,NA
30881354,-19.8934047,-44.0185986,NA
31550000,-19.8432936,-43.9709108,NA
31260520,-19.8654458,-43.9342468,NA
31570370,-19.8048522,-43.9786653,NA
30850410,-19.9193823,-44.0033458,NA
30290000,NA,NA,Endereço não geocodificado
31844450,NA,NA,Endereço não geocodificado
31998140,-19.8313229,-43.8864109,NA
31250550,-19.8811604,-43.9519887,NA
30880000,-19.9030611,-44.0136797,NA
30431191,-19.9384693,-43.9683676,NA
31720545,-19.8343958,-43.9494958,NA
31615120,-19.8078769,-43.9611568,NA
31155550,-19.8681086,-43.9306556,NA
30865580,-19.9112835,-44.0198855,NA
31810085,-19.862976,-43.9302802,NA
31680150,-19.8015174,-43.9937269,NA
31260050,-19.8554729,-43.9445817,NA
31980412,-19.8460493,-43.9128223,NA
30810524,-19.8927275,-43.9864408,NA
31910650,-19.8642306,-43.9153324,NA
31998110,-19.8309942,-43.8873217,NA
30710329,NA,NA,Endereço não geocodificado
30535620,-19.9237947,-43.9879927,NA
31250370,-19.8844944,-43.9579215,NA
30610230,-19.9580582,-44.0025636,NA
31985444,-19.8544186,-43.9007521,NA
31555090,NA,NA,Endereço não geocodificado
30710040,-19.9146439,-43.9471717,NA
31070460,-19.8914106,-43.8940942,NA
31540060,-19.8188314,-43.9906191,NA
31110820,-19.898382,-43.935541,NA
31130000,-19.8961236,-43.9371009,NA
30622180,-19.9842591,-43.9937774,NA
30640510,-19.9816391,-44.0227328,NA
31746160,-19.8114511,-43.9323327,NA
30421015,-19.9283991,-43.9735194,NA
31660280,-19.7976458,-43.9881891,NA
30270290,-19.9261648,-43.9052898,NA
31130320,-19.8958334,-43.9407904,NA
30870040,-19.9120738,-44.0046571,NA
31370430,-19.841873,-44.0114815,NA
31575120,NA,NA,Endereço não geocodificado
31578300,NA,NA,Endereço não geocodificado
31585220,-19.8225385,-44.0079109,NA
30620330,-19.986152,-44.0089714,NA
30660750,NA,NA,Endereço não geocodificado
30670250,NA,NA,Endereço não geocodificado
31840430,-19.8438703,-43.9214687,NA
30230560,NA,NA,Endereço não geocodificado
30570350,-19.9598754,-43.9714286,NA
30644260,-19.9883049,-44.0183368,NA
30662414,-19.9948558,-44.0445509,NA
30390465,-19.9956143,-43.962523,NA
30622580,-19.9939746,-43.9825865,NA
31844442,-20.0981987,-44.3487676,NA
30642130,-19.9818902,-44.0128541,NA
30624212,-19.9932878,-43.9927355,NA
30690470,-19.9765535,-44.0497859,NA
30640410,-19.9780356,-44.0287422,NA
30660010,NA,NA,Endereço não geocodificado
30626440,-20.0050204,-44.0077846,NA
30624080,-19.9935511,-43.9975337,NA
30620630,NA,NA,Endereço não geocodificado
30514465,-19.9567682,-43.9916429,NA
30624300,-19.9959905,-43.9910734,NA
30640160,-19.9712291,-44.0163463,NA
30622340,-19.9901098,-43.9861688,NA
30660620,NA,NA,Endereço não geocodificado
30666519,-20.0120651,-44.0275255,NA
30626370,-19.9992925,-44.0075285,NA
30421657,NA,NA,Endereço não geocodificado
30550780,NA,NA,Endereço não geocodificado
30624280,-19.9963958,-43.9920313,NA
30692310,-19.9918298,-44.0544154,NA
30692661,-19.9990039,-44.0449842,NA
30690370,-19.9776656,-44.0489777,NA
30690760,-19.9742601,-44.0616507,NA
30622342,-19.9917265,-43.9876696,NA
30570670,-19.9611596,-43.9729109,NA
30720562,-19.9103957,-43.980919,NA
30855120,-19.9285962,-44.0125174,NA
30620390,-19.9924815,-44.004129,NA
31970322,-19.8440899,-43.8747643,NA
30170114,-19.9230258,-43.9465523,NA
30270340,NA,NA,Endereço não geocodificado
30290580,-19.9186817,-43.8785493,NA
30285240,-19.9061402,-43.8860149,NA
30730130,-19.9196558,-43.9860787,NA
31275050,-19.8591463,-43.9658273,NA
30625012,NA,NA,Endereço não geocodificado
31995210,-19.8361687,-43.8929808,NA
30575410,-19.9802092,-43.9798979,NA
31365450,-19.8594022,-43.9980117,NA
30642587,-19.9940481,-44.0076375,NA
31540371,NA,NA,Endereço não geocodificado
30335305,-19.9570887,-43.941847,NA
31974072,-19.8475041,-43.8736392,NA
30710010,-19.9129792,-43.9486474,NA
31170660,-19.8806097,-43.9233721,NA
30510160,-19.9384018,-43.9925206,NA
31615185,-19.8077346,-43.963386,NA
30670290,NA,NA,Endereço não geocodificado
31742616,-19.8285131,-43.9234997,NA
30335160,-19.9559037,-43.9432782,NA
31030140,-19.909799,-43.926194,NA
30530570,NA,NA,Endereço não geocodificado
31910120,-19.8668696,-43.9248497,NA
31742195,-19.8294108,-43.9315122,NA
31530120,-19.8270377,-43.9760947,NA
31620450,-19.8000096,-43.9664257,NA
30530310,-19.9295524,-44.0003203,NA
31320520,-19.8892663,-43.9837512,NA
31255490,-19.866484,-43.9456828,NA
31235070,-19.8909663,-43.9515135,NA
31150210,NA,NA,Endereço não geocodificado
31520032,-19.8219892,-43.9635376,NA
30775000,-19.9013051,-43.9743784,NA
31255170,NA,NA,Endereço não geocodificado
30535690,-19.9187298,-43.9880662,NA
30575460,-19.9709786,-43.9794685,NA
31810440,NA,NA,Endereço não geocodificado
30451616,-19.9520962,-43.9620956,NA
31842570,NA,NA,Endereço não geocodificado
31250040,-19.8913688,-43.9608248,NA
30865340,-19.9169218,-44.0227408,NA
30662480,-19.9881453,-44.0446218,NA
30664650,-20.0034503,-44.0427865,NA
30535000,-19.9201706,-43.9973468,NA
30290130,-19.9209734,-43.8811197,NA
30160970,-19.9186314,-43.9357432,NA
31015290,-19.9102771,-43.930003,NA
31655620,-19.7922019,-43.9869474,NA
30880294,-19.9026513,-44.0178593,NA
30431177,NA,NA,Endereço não geocodificado
31742510,-19.831133,-43.9303751,NA
30668277,-20.0094025,-44.0238439,NA
30865100,-19.9114953,-44.0185883,NA
31840270,-19.8413229,-43.9332395,NA
30390330,-19.9961858,-43.9724822,NA
31970752,-19.8627433,-43.8918197,NA
31035480,-19.8972794,-43.9188061,NA
31845100,-19.8396597,-43.9080491,NA
31748309,-19.7980917,-43.935575299999996,NA
31260510,-19.8654303,-43.9329382,NA
31845180,-19.8402853,-43.9066457,NA
30512580,-19.9521288,-43.9973393,NA
31980630,-19.8529194,-43.913225,NA
31250530,NA,NA,Endereço não geocodificado
31615180,-19.8074252,-43.9623132,NA
30672410,-20.0264644,-44.027807,NA
31660100,-19.7864423,-43.9816496,NA
31585350,-19.8255522,-44.0068048,NA
31930450,-19.8599707,-43.9081858,NA
30530190,-19.9300969,-43.9970759,NA
30673142,NA,NA,Endereço não geocodificado
30810330,-19.8963533,-43.9914731,NA
31998130,-19.8312496,-43.8867738,NA
31515130,-19.8227383,-43.9543535,NA
31742408,-19.8231167,-43.9305171,NA
30550250,-19.9425797,-43.9850542,NA
30662430,-19.9951468,-44.0451401,NA
31990230,-19.8526189,-43.8943985,NA
31140350,-19.8903888,-43.9312784,NA
31560140,-19.8406598,-43.9724431,NA
30250443,NA,NA,Endereço não geocodificado
31530300,-19.8299231,-43.9791637,NA
30666532,-20.0160058,-44.0318849,NA
31610070,-19.802242,-43.9769818,NA
31840000,-19.8447442,-43.9296004,NA
31950300,-19.8693271,-43.9031456,NA
30180109,-19.9227122,-43.9506308,NA
31570120,-19.8078804,-43.9787212,NA
31575540,-19.8082588,-43.9985226,NA
31010074,-19.9148029,-43.9230373,NA
31525240,-19.8261136,-43.9765482,NA
31630210,-19.8039456,-43.954177,NA
31730050,-19.8326514,-43.9475139,NA
31010370,-19.9155146,-43.9118038,NA
30295350,-19.9143593,-43.8811089,NA
30662230,-19.9886662,-44.0397153,NA
30666110,NA,NA,Endereço não geocodificado
30672340,-20.019817,-44.0269618,NA
30730500,-19.9136348,-43.9873005,NA
30280370,-19.9130936,-43.9045788,NA
31985450,-19.8542508,-43.9012818,NA
31155110,-19.8740387,-43.9422742,NA
30662680,NA,NA,Endereço não geocodificado
31630271,-19.7967307,-43.9502906,NA
30580190,-19.9645128,-43.9868764,NA
31580050,-19.8224123,-43.995309,NA
30530625,-19.9347898,-44.0038092,NA
30570025,-19.9528408,-43.9846705,NA
30431320,-19.9459995,-43.9682523,NA
30626110,-20.0014214,-44.0116712,NA
30421335,-19.9370405,-43.9759403,NA
31610110,-19.813061,-43.9605128,NA
31844440,-19.8332748,-43.9162787,NA
31620020,-19.8035095,-43.9639262,NA
30865190,-19.9167773,-44.0189665,NA
30550680,-19.9487985,-43.9836169,NA
31610410,-19.8098368,-43.9526898,NA
30390310,-19.9967476,-43.9719951,NA
31320330,-19.8859625,-43.9856413,NA
30286080,-19.9064591,-43.8852924,NA
31540474,-19.8261969,-43.9919871,NA
30865210,-19.9166645,-44.0215178,NA
31650022,-19.7945405,-43.9637914,NA
31748190,-19.805963,-43.9401144,NA
31746051,-19.8082286,-43.9351518,NA
31870442,-19.8457792,-43.9011218,NA
31660530,-19.7947603,-43.9852521,NA
30512460,-19.9512902,-43.9996825,NA
30580260,NA,NA,Endereço não geocodificado
30290550,-19.9184133,-43.874813,NA
30775330,-19.8928919,-43.9690395,NA
31530410,-19.824577,-43.9811533,NA
31510110,-19.8115108,-43.9668701,NA
30530600,NA,NA,Endereço não geocodificado
30690090,-19.9815151,-44.0401372,NA
31742159,-19.8311644,-43.932755,NA
31270200,-19.8617018,-43.9551609,NA
31570490,-19.8083545,-43.9838045,NA
31525300,-19.8224442,-43.9751482,NA
31840230,-19.8422929,-43.9319257,NA
31580060,-19.8220252,-44.0012287,NA
31710040,-19.8409604,-43.9639841,NA
31990000,-19.8548331,-43.8989475,NA
31540233,-19.8282393,-43.9926792,NA
31744430,-19.8203556,-43.9376396,NA
31540630,-19.8320698,-43.9818662,NA
31872790,-19.8018452,-43.9220374,NA
31742620,-19.8282709,-43.9248253,NA
31570210,-19.8066362,-43.9795019,NA
31530574,-19.8222794,-43.9786635,NA
31842730,-19.8307913,-43.9204198,NA
31550260,-19.8413154,-43.9853905,NA
31578140,-19.8071927,-44.0008659,NA
31575100,NA,NA,Endereço não geocodificado
31540231,NA,NA,Endereço não geocodificado
31742335,-19.8231558,-43.9365864,NA
31620470,-19.8016225,-43.9698524,NA
31742100,-19.8356745,-43.9324341,NA
31810235,-19.8589483,-43.9321091,NA
31585050,-19.8236444,-44.0040493,NA
31720226,-19.8287815,-43.9499776,NA
31565180,-19.8354383,-43.9685425,NA
31998500,-19.8309614,-43.8695849,NA
31555050,-19.8464643,-43.9831006,NA
31320420,-19.8894826,-43.9855187,NA
30390485,-19.9917526,-43.9660999,NA
31530390,-19.8266838,-43.9834593,NA
30880610,-19.9080684,-44.0220354,NA
31515140,-19.8211676,-43.9531863,NA
31873698,NA,NA,Endereço não geocodificado
31320534,NA,NA,Endereço não geocodificado
31160240,-19.8808885,-43.9328099,NA
30855440,NA,NA,Endereço não geocodificado
31990392,-19.8458748,-43.8959757,NA
30670210,NA,NA,Endereço não geocodificado
31814020,-19.8552819,-43.9245469,NA
30250220,NA,NA,Endereço não geocodificado
30380490,-19.9464736,-43.9510895,NA
31873788,NA,NA,Endereço não geocodificado
31340270,-19.8682095,-43.9933987,NA
31580330,-19.8260831,-43.9955135,NA
31930570,NA,NA,Endereço não geocodificado
30250060,-19.9353794,-43.9085533,NA
31620520,-19.8066757,-43.9680013,NA
30668510,-20.0078909,-44.0324445,NA
30664000,-19.999137,-44.0409655,NA
31975160,NA,NA,Endereço não geocodificado
31970200,-19.8581112,-43.8827266,NA
30880484,-19.906275,-44.0233337,NA
31990495,-19.8501304,-43.8942284,NA
30421625,-19.9525793,-43.9738178,NA
31630110,-19.7995697,-43.9590411,NA
31814030,-19.854281,-43.9269992,NA
31744144,-19.8289924,-43.9519176,NA
30640390,NA,NA,Endereço não geocodificado
30622645,-19.9973042,-43.9845535,NA
31870372,-19.8457333,-43.9107724,NA
31155292,-19.8764358,-43.9333672,NA
31255610,-19.8636467,-43.9466193,NA
30550460,-19.9461108,-43.9777922,NA
30190120,-19.9315239,-43.9519539,NA
30550360,-19.9484185,-43.9833552,NA
30690440,-19.9764831,-44.0513074,NA
31845400,-19.8426112,-43.9112071,NA
30626670,-20.0045756,-44.0109862,NA
31250820,-19.8895833,-43.9655375,NA
31030160,-19.9081758,-43.9227847,NA
30668040,NA,NA,Endereço não geocodificado
31842652,-19.8271366,-43.9146879,NA
30518110,-19.9534283,-44.002404,NA
31270470,-19.85422,-43.9505033,NA
30882570,-19.8825927,-44.007708,NA
31680430,-19.7964313,-43.9939986,NA
31970250,-19.8560278,-43.8829431,NA
31842220,NA,NA,Endereço não geocodificado
31844560,-19.8440123,-43.9158569,NA
30570565,-19.9623674,-43.9787623,NA
30451225,NA,NA,Endereço não geocodificado
30730430,-19.9150016,-43.9883907,NA
30710326,NA,NA,Endereço não geocodificado
31340300,-19.8663964,-43.994566,NA
30220265,-19.9434995,-43.9121144,NA
30230390,-19.9370023,-43.9068043,NA
31255150,-19.8778672,-43.9530521,NA
31998676,NA,NA,Endereço não geocodificado
30865350,-19.9151524,-44.0234748,NA
30770000,-19.9101968,-43.9632407,NA
31975195,NA,NA,Endereço não geocodificado
30140063,-19.9248849,-43.9471081,NA
30512310,-19.9480923,-43.99958,NA
31998260,-19.8350529,-43.8686785,NA
31748575,-19.7999659,-43.9252138,NA
31970080,-19.8575066,-43.8948209,NA
31540610,-19.8350602,-43.9827462,NA
