cep,lat,lon,motivo,fonte,n_pacientes
30230100,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,16
30626437,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,16
31580230,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,16
30622000,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,16
30692080,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,16
31844200,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,16
30660690,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,16
31842230,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,16
31748078,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,16
30670170,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,16
31360510,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,16
31650410,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,16
31050125,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,16
30285750,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,16
30285552,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,16
30580360,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,16
30285554,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,16
31842010,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,16
30451281,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,15
30820370,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,15
30662680,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,15
30510402,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,15
30672670,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,15
30640530,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,15
30660050,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,15
30642225,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,15
30640090,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,15
30662310,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,15
30660756,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,15
30662440,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,15
31910090,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,15
31530720,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,15
31812200,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,15
31810320,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,15
30642160,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,15
30865320,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,15
31998664,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,15
31160180,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,15
30220410,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,15
31872370,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,15
31230721,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,15
31812010,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,15
30240580,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,15
30622530,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,15
31975140,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,15
31360770,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,14
31573405,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,14
30270120,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,14
30664550,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,14
30280466,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,14
31210650,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,14
31814320,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,14
31540467,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,14
31741119,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,14
30250447,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,14
30516320,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,14
31741188,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,14
30270130,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,14
30670300,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,14
31812210,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,14
30670110,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,14
30670190,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,14
30865230,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,14
30220346,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,14
31620115,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,14
30640630,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,14
31050420,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,14
30664710,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,14
30644204,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,14
31575290,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,14
31530700,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,14
31230550,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,14
30666060,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,14
30250450,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,14
31150320,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,14
30820590,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,14
31730683,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,13
30250220,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,13
30640390,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,13
30668040,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,13
31842040,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,13
30516465,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,13
30666350,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,13
30640330,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,13
31842160,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,13
30315342,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,13
31998686,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,13
31846512,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,13
31975170,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,13
31035160,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,13
30380204,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,13
30514320,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,13
30280030,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,13
30810740,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,13
31360515,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,13
31575250,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,13
31842060,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,13
30710324,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,13
30672630,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,13
31975230,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,13
30672210,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,13
31660052,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,13
31535710,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,13
30451098,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,13
30622201,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,13
31742352,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,13
30668380,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,13
30451240,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,13
31360550,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,13
30692491,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,13
31578035,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,13
30451720,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
31110745,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
30668350,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
30230613,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
31842570,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
30580260,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
31970155,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
30670330,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
31210701,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
30535390,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
31210335,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
30668315,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
30775070,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
30840721,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
30622515,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
31842090,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
30451520,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
30692490,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
30668176,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
31812060,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
31130080,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
30672770,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
30280150,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
31975110,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
30668712,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
30380482,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
31985480,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
31640690,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
31030050,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
30664730,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
31748270,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
31950095,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
30570420,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
30250445,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
31842260,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
31210327,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
31640322,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
31970626,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
31340250,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
30860020,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
31814540,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
30622370,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
30662280,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
30668210,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
31975272,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
31810180,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
30668250,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,12
31998262,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
30220335,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
30220365,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
30550780,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
31998676,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
30730690,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
30668186,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
30660410,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
30535660,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
30662291,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
30250222,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
30240620,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
30431405,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
31842150,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
31575360,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
30668230,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
31360560,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
30622025,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
30250210,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
31525210,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
30240288,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
31575320,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
30451655,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
31365020,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
30451608,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
30692400,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
30692295,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
30668070,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
31998022,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
31360460,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
30530350,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
30750130,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
30670260,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
30672658,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
30512090,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
31575080,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
30451265,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
31250490,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
30570450,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
30660680,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
31575330,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
30532070,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
30250486,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
30575710,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
31250144,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,11
30270470,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
30775160,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
30660280,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
30626120,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
30431177,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
31998687,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
31310200,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
30750120,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
30664190,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
30622460,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
30451058,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
30451039,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
30390500,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
30664410,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
31742598,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
30666700,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
31360420,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
31050700,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
31250610,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
31260340,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
30610300,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
30335280,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
31210624,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
31610210,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
30670230,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
30285192,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
31870413,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
30692010,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
31360400,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
31150455,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
31250005,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
30664140,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
31812280,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
31210352,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
31250132,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
31250147,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
31842200,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
30451056,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
31210260,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
31250494,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
31842726,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
31640570,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
30270150,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
31920725,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
30865360,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
31130330,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
31060235,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
31365000,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
30512420,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
30640120,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
30230681,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
30530110,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
31210622,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
30690770,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
30260031,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
30285189,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
30850522,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
30510205,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
30451100,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
30350292,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
30660370,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
30664784,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,10
30668540,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,9
31810420,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,9
30660620,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,9
31540371,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,9
30668165,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,9
31615570,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,9
30670130,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,9
30280250,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,9
31575150,NA,NA,"Falhou em todas as APIs (BrasilAPI, Nominatim_CEP, Photon)",NA,9
