grupo,grupo_nome,n_meses,n_icsap_tot,nivel_pct,p_nivel,apc_pre,apc_pre_inf,apc_pre_sup,apc_pos,apc_pos_inf,apc_pos_sup,p_pos,phi_ar1,modelo
Todos,Todos os grupos ICSAP,51,113695,-7.072813211724316,0.30467752132876186,22.022066738051116,13.260238034225292,31.461711801506965,-4.139507937167575,-13.362296925806383,6.065068814890062,9.09438295333593e-4,0.46780651230932246,GLS AR(1)
09,"Doenças cardiovasculares (HAS, angina, IC, AVC)",51,35123,4.172045286852066,0.39835490308060095,9.456867062636931,4.524868145846517,14.62158201865047,2.1266628756092976,-4.189390911462443,8.859085328121008,0.0932035067984255,0.17884274479363688,GLS AR(1)
10,"Doenças respiratórias (IVAS, pneumonias, bronquite, asma)",51,33567,28.34275410251945,0.003536909723230494,-0.4586009869584906,-7.912258113306803,7.598361241881335,-5.73077266656531,-15.365640304415262,5.000938791368892,0.42884260808364083,0.1679337726490634,GLS AR(1)
13,Diabetes mellitus,51,12024,-0.6016620132708095,0.9400212423662401,15.101145177650178,6.635604452007415,24.238744547737245,-11.353996429563107,-20.2608338178378,-1.4522683738849351,3.0883388979378374e-4,0.15002308618149027,GLS AR(1)
