grupo,grupo_nome,analise,n_meses,n_icsap_tot,nivel_pct,p_nivel,apc_pre,apc_pre_inf,apc_pre_sup,apc_pos,apc_pos_inf,apc_pos_sup,p_pos,phi_ar1,modelo
09,"Doenças cardiovasculares (HAS, angina, IC, AVC)","Proporcional (linear, p.p./ano)",51,35123,1.7710887808166453,0.3237747081775836,-2.463427349062917,-4.293188125299088,-0.6336665728267464,2.322390162844837,-0.17294605281476727,4.8177263785044415,0.0058749139363730545,0.4239645553590954,GLS AR(1) linear
10,"Doenças respiratórias (IVAS, pneumonias, bronquite, asma)","Proporcional (linear, p.p./ano)",51,33567,6.846437946600362,0.008099530859954407,-5.457124533964714,-8.297709062878381,-2.616540005051047,0.3011475774801651,-3.4956576211638106,4.09795277612414,0.035198937064916086,0.5795190686646383,GLS AR(1) linear
13,Diabetes mellitus,"Proporcional (linear, p.p./ano)",51,12024,-0.0061037613662396906,0.9957902553305286,-0.13111009247661468,-1.3955758245140435,1.1333556395608142,-0.7971015291477368,-2.500575139253593,0.9063720809581195,0.5710936656936252,0.5287873627058212,GLS AR(1) linear
